order_id,order_date,category,order_value,city,city_tier,warehouse,payment_method,dispatch_date,delivery_date,delivery_status,is_returned,return_initiated_date,return_reason,refund_completed_date,refund_status,refund_delay_days,sla_breach,total_delivery_days,order_month,is_metro,supply_chain_failure
ORD598216,2025-03-08,Tops,648,Kolkata,Metro,WH_Kolkata,COD,2025-03-10,2025-03-17,Delivered,True,2025-03-29,Size/Fit Issue,2025-03-31,Completed,2.0,False,9.0,March,True,False
ORD519066,2024-12-04,Dresses,3686,Lucknow,Tier2,WH_Mumbai,Prepaid,2024-12-05,2024-12-10,Delivered,True,2024-12-22,Wrong Product Shipped,2024-12-27,Completed,5.0,False,6.0,December,False,False
ORD903013,2025-02-13,Bottoms,1778,Chennai,Metro,WH_Bangalore,COD,2025-02-15,2025-02-20,Delivered,True,2025-02-26,Wrong Product Shipped,2025-02-26,Completed,0.0,False,7.0,February,True,False
ORD666390,2024-10-23,Footwear,1316,Rajkot,Tier3,WH_Delhi,Prepaid,2024-10-25,2024-11-05,Delivered,True,2024-11-12,Size/Fit Issue,2024-11-17,Completed,5.0,False,13.0,October,False,False
ORD703766,2025-03-25,Bottoms,2423,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-26,2025-03-30,Delivered,True,2025-04-12,Size/Fit Issue,2025-04-14,Completed,2.0,False,5.0,March,True,False
ORD383201,2025-03-09,Bottoms,2779,Visakhapatnam,Tier2,WH_Kolkata,Prepaid,2025-03-11,2025-03-19,Delivered,True,2025-04-02,Size/Fit Issue,2025-04-08,Completed,6.0,False,10.0,March,False,False
ORD618317,2024-12-25,Tops,1497,Delhi,Metro,WH_Delhi,Prepaid,2024-12-27,2025-01-01,Delivered,True,2025-01-11,Wrong Product Shipped,2025-01-19,Completed,8.0,True,7.0,December,True,False
ORD882169,2025-02-20,Tops,1219,Nagpur,Tier2,WH_Kolkata,COD,2025-02-22,2025-02-27,Delivered,True,2025-03-03,Wrong Product Shipped,2025-03-10,Completed,7.0,False,7.0,February,False,False
ORD819796,2024-10-16,Footwear,1310,Delhi,Metro,WH_Delhi,Prepaid,2024-10-18,2024-10-22,Delivered,True,2024-11-04,Quality/Damage,2024-11-06,Completed,2.0,False,6.0,October,True,False
ORD317881,2025-03-12,Footwear,1782,Rajkot,Tier3,WH_Mumbai,Prepaid,2025-03-13,2025-03-23,Delivered,True,2025-03-24,Size/Fit Issue,2025-03-27,Completed,3.0,False,11.0,March,False,False
ORD553014,2024-12-24,Dresses,2024,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-12-25,2025-01-01,Delivered,True,2025-01-02,Size/Fit Issue,2025-01-12,Completed,10.0,True,8.0,December,True,False
ORD223172,2025-03-17,Tops,814,Visakhapatnam,Tier2,WH_Kolkata,COD,2025-03-20,2025-03-29,Delivered,True,2025-04-12,Changed Mind,2025-04-15,Completed,3.0,False,12.0,March,False,False
ORD243139,2024-10-20,Bottoms,2498,Nagpur,Tier2,WH_Bangalore,Prepaid,2024-10-23,2024-10-27,Delivered,True,2024-11-01,Size/Fit Issue,2024-11-05,Completed,4.0,False,7.0,October,False,False
ORD669827,2025-01-07,Footwear,2017,Indore,Tier2,WH_Delhi,COD,2025-01-10,2025-01-17,Delivered,True,2025-01-30,Quality/Damage,2025-01-30,Completed,0.0,False,10.0,January,False,False
ORD138817,2024-11-04,Bottoms,2158,Coimbatore,Tier2,WH_Mumbai,COD,2024-11-06,2024-11-13,Delivered,True,2024-11-16,Wrong Product Shipped,2024-11-20,Completed,4.0,False,9.0,November,False,False
ORD352528,2025-02-07,Tops,792,Hyderabad,Metro,WH_Hyderabad,COD,2025-02-09,2025-02-15,Delivered,True,2025-02-16,Size/Fit Issue,2025-02-17,Completed,1.0,False,8.0,February,True,False
ORD751051,2024-12-06,Dresses,3951,Pune,Metro,WH_Delhi,Prepaid,2024-12-09,2024-12-12,Delivered,True,2024-12-20,Quality/Damage,2025-01-21,Pending,32.0,True,6.0,December,True,False
ORD482584,2024-11-05,Bottoms,2007,Jaipur,Tier2,WH_Bangalore,Prepaid,2024-11-08,2024-11-13,Delivered,True,2024-11-22,Quality/Damage,2024-11-25,Completed,3.0,False,8.0,November,False,False
ORD229592,2025-01-27,Footwear,3454,Bangalore,Metro,WH_Bangalore,Prepaid,2025-01-30,2025-02-04,Delivered,True,2025-02-08,Size/Fit Issue,2025-02-13,Completed,5.0,False,8.0,January,True,False
ORD878325,2024-11-11,Footwear,3381,Chennai,Metro,WH_Bangalore,COD,2024-11-13,2024-11-18,Delivered,True,2024-11-24,Color Mismatch,2024-11-25,Completed,1.0,False,7.0,November,True,False
ORD122394,2024-10-15,Dresses,2365,Visakhapatnam,Tier2,WH_Delhi,Prepaid,2024-10-16,2024-10-21,Delivered,True,2024-11-03,Size/Fit Issue,2024-11-21,Pending,18.0,True,6.0,October,False,False
ORD714867,2024-11-27,Bottoms,1753,Kolkata,Metro,WH_Kolkata,COD,2024-11-28,2024-12-05,Delivered,True,2024-12-19,Size/Fit Issue,2024-12-27,Completed,8.0,True,8.0,November,True,False
ORD236306,2025-02-18,Bottoms,1513,Nagpur,Tier2,WH_Mumbai,COD,2025-02-21,2025-02-26,Delivered,True,2025-03-11,Size/Fit Issue,2025-03-13,Completed,2.0,False,8.0,February,False,False
ORD717457,2024-12-24,Dresses,1712,Mumbai,Metro,WH_Mumbai,Prepaid,2024-12-25,2024-12-31,Delivered,True,2025-01-12,Wrong Product Shipped,2025-02-09,Pending,28.0,True,7.0,December,True,False
ORD570050,2025-01-03,Bottoms,1245,Coimbatore,Tier2,WH_Kolkata,Prepaid,2025-01-06,2025-01-14,Delivered,True,2025-01-27,Quality/Damage,2025-01-28,Completed,1.0,False,11.0,January,False,False
ORD213206,2025-02-05,Dresses,2815,Pune,Metro,WH_Mumbai,COD,2025-02-06,2025-02-10,Delivered,True,2025-02-15,Size/Fit Issue,2025-02-17,Completed,2.0,False,5.0,February,True,False
ORD199704,2024-12-22,Bottoms,2079,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-24,2024-12-30,Delivered,True,2025-01-13,Size/Fit Issue,2025-01-29,Pending,16.0,True,8.0,December,True,False
ORD693830,2025-03-20,Tops,641,Indore,Tier2,WH_Delhi,Prepaid,2025-03-23,2025-03-27,Delivered,True,2025-04-05,Wrong Product Shipped,2025-04-06,Completed,1.0,False,7.0,March,False,False
ORD563516,2025-01-17,Dresses,1881,Nagpur,Tier2,WH_Hyderabad,Prepaid,2025-01-18,2025-01-22,Delivered,True,2025-02-02,Size/Fit Issue,2025-02-08,Completed,6.0,False,5.0,January,False,False
ORD652530,2025-03-22,Accessories,392,Nagpur,Tier2,WH_Delhi,Prepaid,2025-03-24,2025-03-28,Delivered,True,2025-04-02,Size/Fit Issue,2025-04-09,Completed,7.0,False,6.0,March,False,False
ORD284229,2024-11-05,Footwear,2880,Chennai,Metro,WH_Bangalore,COD,2024-11-08,2024-11-13,Delivered,True,2024-11-27,Size/Fit Issue,2024-11-29,Completed,2.0,False,8.0,November,True,False
ORD219565,2025-02-15,Footwear,1493,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-17,2025-02-21,Delivered,True,2025-02-24,Quality/Damage,2025-02-26,Completed,2.0,False,6.0,February,True,False
ORD570711,2025-03-26,Tops,1815,Hyderabad,Metro,WH_Hyderabad,COD,2025-03-28,2025-04-02,Delivered,True,2025-04-04,Size/Fit Issue,2025-04-07,Completed,3.0,False,7.0,March,True,False
ORD762055,2024-12-19,Bottoms,1924,Kolkata,Metro,WH_Kolkata,Prepaid,2024-12-20,2024-12-23,Delivered,True,2024-12-31,Wrong Product Shipped,2025-01-20,Pending,20.0,True,4.0,December,True,False
ORD681242,2024-10-13,Dresses,3340,Indore,Tier2,WH_Delhi,Prepaid,2024-10-15,2024-10-23,Delivered,True,2024-10-24,Quality/Damage,2024-10-26,Completed,2.0,False,10.0,October,False,False
ORD449555,2024-10-23,Footwear,3417,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-10-25,2024-10-31,Delivered,True,2024-11-12,Wrong Product Shipped,2024-11-16,Completed,4.0,False,8.0,October,True,False
ORD424620,2025-02-23,Dresses,3634,Chennai,Metro,WH_Bangalore,COD,2025-02-24,2025-03-03,Delivered,True,2025-03-14,Changed Mind,2025-03-17,Completed,3.0,False,8.0,February,True,False
ORD479404,2024-10-07,Bottoms,2064,Bangalore,Metro,WH_Bangalore,Prepaid,2024-10-08,2024-10-14,Delivered,True,2024-10-17,Size/Fit Issue,2024-10-24,Completed,7.0,False,7.0,October,True,False
ORD410160,2024-10-28,Tops,1604,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-10-29,2024-11-05,Delivered,True,2024-11-12,Size/Fit Issue,2024-11-12,Completed,0.0,False,8.0,October,True,False
ORD289630,2025-03-29,Dresses,3557,Kolkata,Metro,WH_Kolkata,COD,2025-04-01,2025-04-07,Delivered,True,2025-04-19,Size/Fit Issue,2025-04-22,Completed,3.0,False,9.0,March,True,False
ORD489244,2025-02-21,Bottoms,2912,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-23,2025-02-27,Delivered,True,2025-03-14,Wrong Product Shipped,2025-03-26,Completed,12.0,True,6.0,February,True,False
ORD971415,2025-01-22,Bottoms,1708,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-24,2025-01-30,Delivered,True,2025-02-08,Quality/Damage,2025-02-13,Completed,5.0,False,8.0,January,True,False
ORD862560,2025-03-07,Accessories,1165,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-09,2025-03-12,Delivered,True,2025-03-19,Size/Fit Issue,2025-03-23,Completed,4.0,False,5.0,March,True,False
ORD753064,2025-01-28,Dresses,1453,Mumbai,Metro,WH_Mumbai,COD,2025-01-31,2025-02-07,Delivered,True,2025-02-19,Quality/Damage,2025-02-20,Completed,1.0,False,10.0,January,True,False
ORD926823,2024-10-20,Footwear,1686,Bangalore,Metro,WH_Bangalore,Prepaid,2024-10-23,2024-10-28,Delivered,True,2024-11-03,Size/Fit Issue,2024-11-13,Completed,10.0,True,8.0,October,True,False
ORD166165,2025-01-28,Tops,1099,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-29,2025-02-01,Delivered,True,2025-02-06,Changed Mind,2025-02-08,Completed,2.0,False,4.0,January,True,False
ORD505426,2024-12-28,Bottoms,2831,Rajkot,Tier3,WH_Kolkata,Prepaid,2024-12-30,2025-01-09,Delivered,True,2025-01-11,Wrong Product Shipped,2025-01-13,Completed,2.0,False,12.0,December,False,False
ORD410000,2024-12-20,Accessories,1171,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-23,2024-12-29,Delivered,True,2025-01-12,Size/Fit Issue,2025-01-17,Completed,5.0,False,9.0,December,True,False
ORD940010,2025-03-25,Accessories,362,Delhi,Metro,WH_Delhi,Prepaid,2025-03-28,2025-04-03,Delivered,True,2025-04-05,Size/Fit Issue,2025-04-10,Completed,5.0,False,9.0,March,True,False
ORD490084,2025-01-24,Bottoms,1113,Kolkata,Metro,WH_Kolkata,Prepaid,2025-01-25,2025-01-31,Delivered,True,2025-02-05,Size/Fit Issue,2025-02-07,Completed,2.0,False,7.0,January,True,False
ORD218959,2024-10-09,Footwear,1461,Mysore,Tier3,WH_Kolkata,Prepaid,2024-10-12,2024-10-22,Delivered,True,2024-11-04,Size/Fit Issue,2024-11-10,Completed,6.0,False,13.0,October,False,False
ORD290802,2024-11-05,Dresses,3058,Chennai,Metro,WH_Bangalore,Prepaid,2024-11-06,2024-11-11,Delivered,True,2024-11-17,Changed Mind,2024-11-23,Completed,6.0,False,6.0,November,True,False
ORD261684,2024-11-15,Tops,1777,Kochi,Tier2,WH_Hyderabad,Prepaid,2024-11-17,2024-11-25,Delivered,True,2024-12-09,Wrong Product Shipped,2024-12-27,Pending,18.0,True,10.0,November,False,False
ORD512344,2025-02-09,Bottoms,1785,Chennai,Metro,WH_Bangalore,COD,2025-02-12,2025-02-15,Delivered,True,2025-02-25,Size/Fit Issue,2025-02-26,Completed,1.0,False,6.0,February,True,False
ORD786041,2025-03-24,Footwear,1869,Chennai,Metro,WH_Bangalore,COD,2025-03-25,2025-03-31,Delivered,True,2025-04-05,Size/Fit Issue,2025-04-06,Completed,1.0,False,7.0,March,True,False
ORD243693,2024-12-27,Footwear,2639,Visakhapatnam,Tier2,WH_Hyderabad,COD,2024-12-29,2025-01-06,Delivered,True,2025-01-21,Size/Fit Issue,2025-01-21,Completed,0.0,False,10.0,December,False,False
ORD498658,2024-11-09,Bottoms,1791,Kolkata,Metro,WH_Kolkata,Prepaid,2024-11-12,2024-11-15,Delivered,True,2024-11-23,Size/Fit Issue,2024-11-27,Completed,4.0,False,6.0,November,True,False
ORD495129,2024-12-22,Dresses,2881,Delhi,Metro,WH_Delhi,Prepaid,2024-12-24,2024-12-29,Delivered,True,2025-01-02,Changed Mind,2025-01-09,Completed,7.0,False,7.0,December,True,False
ORD513697,2024-12-30,Tops,798,Visakhapatnam,Tier2,WH_Bangalore,Prepaid,2024-12-31,2025-01-09,Delivered,True,2025-01-24,Wrong Product Shipped,2025-01-26,Completed,2.0,False,10.0,December,False,False
ORD368900,2025-02-02,Tops,912,Lucknow,Tier2,WH_Hyderabad,Prepaid,2025-02-04,2025-02-13,Delivered,True,2025-02-15,Size/Fit Issue,2025-03-06,Pending,19.0,True,11.0,February,False,False
ORD715336,2024-12-03,Footwear,906,Lucknow,Tier2,WH_Hyderabad,Prepaid,2024-12-04,2024-12-08,Delivered,True,2024-12-14,Size/Fit Issue,2024-12-30,Pending,16.0,True,5.0,December,False,False
ORD403528,2024-10-12,Bottoms,2021,Mumbai,Metro,WH_Mumbai,COD,2024-10-15,2024-10-20,Delivered,True,2024-10-31,Size/Fit Issue,2024-11-03,Completed,3.0,False,8.0,October,True,False
ORD502206,2024-12-02,Bottoms,1892,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-04,2024-12-11,Delivered,True,2024-12-22,Size/Fit Issue,2024-12-23,Completed,1.0,False,9.0,December,True,False
ORD315379,2025-03-01,Tops,685,Chennai,Metro,WH_Bangalore,COD,2025-03-03,2025-03-09,Delivered,True,2025-03-16,Size/Fit Issue,2025-03-17,Completed,1.0,False,8.0,March,True,False
ORD461264,2025-03-31,Dresses,3215,Mumbai,Metro,WH_Mumbai,Prepaid,2025-04-01,2025-04-07,Delivered,True,2025-04-14,Wrong Product Shipped,2025-04-15,Completed,1.0,False,7.0,March,True,False
ORD657772,2025-01-08,Bottoms,1739,Kolkata,Metro,WH_Kolkata,Prepaid,2025-01-10,2025-01-15,Delivered,True,2025-01-30,Size/Fit Issue,2025-02-04,Completed,5.0,False,7.0,January,True,False
ORD218326,2024-10-11,Footwear,3403,Kolkata,Metro,WH_Kolkata,Prepaid,2024-10-14,2024-10-17,Delivered,True,2024-10-19,Changed Mind,2024-10-21,Completed,2.0,False,6.0,October,True,False
ORD160423,2025-02-23,Tops,1352,Chennai,Metro,WH_Bangalore,Prepaid,2025-02-26,2025-03-02,Delivered,True,2025-03-08,Changed Mind,2025-03-17,Completed,9.0,True,7.0,February,True,False
ORD571635,2025-01-05,Dresses,3192,Mumbai,Metro,WH_Mumbai,COD,2025-01-06,2025-01-13,Delivered,True,2025-01-27,Color Mismatch,2025-02-27,Pending,31.0,True,8.0,January,True,False
ORD659572,2025-03-18,Dresses,2262,Bangalore,Metro,WH_Bangalore,Prepaid,2025-03-20,2025-03-26,Delivered,True,2025-04-08,Size/Fit Issue,2025-04-13,Completed,5.0,False,8.0,March,True,False
ORD961501,2025-02-05,Dresses,3627,Pune,Metro,WH_Kolkata,Prepaid,2025-02-07,2025-02-12,Delivered,True,2025-02-24,Quality/Damage,2025-03-01,Completed,5.0,False,7.0,February,True,False
ORD800674,2024-10-15,Accessories,312,Guwahati,Tier3,WH_Kolkata,COD,2024-10-16,2024-10-23,Delivered,True,2024-10-26,Size/Fit Issue,2024-11-06,Completed,11.0,True,8.0,October,False,False
ORD287974,2024-10-30,Bottoms,2946,Mumbai,Metro,WH_Mumbai,COD,2024-10-31,2024-11-07,Delivered,True,2024-11-13,Quality/Damage,2024-11-18,Completed,5.0,False,8.0,October,True,False
ORD598598,2024-12-11,Tops,651,Mumbai,Metro,WH_Mumbai,COD,2024-12-14,2024-12-17,Delivered,True,2024-12-31,Size/Fit Issue,2025-01-05,Completed,5.0,False,6.0,December,True,False
ORD473095,2025-02-21,Dresses,2767,Indore,Tier2,WH_Delhi,Prepaid,2025-02-24,2025-03-03,Delivered,True,2025-03-13,Size/Fit Issue,2025-03-19,Completed,6.0,False,10.0,February,False,False
ORD432061,2025-01-03,Dresses,1373,Mumbai,Metro,WH_Mumbai,COD,2025-01-05,2025-01-10,Delivered,True,2025-01-12,Size/Fit Issue,2025-01-13,Completed,1.0,False,7.0,January,True,False
ORD860053,2025-02-23,Footwear,3041,Rajkot,Tier3,WH_Hyderabad,COD,2025-02-24,2025-03-03,Delivered,True,2025-03-08,Quality/Damage,2025-03-09,Completed,1.0,False,8.0,February,False,False
ORD253023,2024-10-19,Dresses,2779,Delhi,Metro,WH_Delhi,Prepaid,2024-10-21,2024-10-24,Delivered,True,2024-10-28,Size/Fit Issue,2024-11-03,Completed,6.0,False,5.0,October,True,False
ORD723266,2024-11-06,Footwear,2012,Bangalore,Metro,WH_Bangalore,Prepaid,2024-11-09,2024-11-14,Delivered,True,2024-11-21,Color Mismatch,2024-11-28,Completed,7.0,False,8.0,November,True,False
ORD676820,2024-10-09,Dresses,2889,Kochi,Tier2,WH_Delhi,Prepaid,2024-10-11,2024-10-20,Delivered,True,2024-11-03,Changed Mind,2024-11-05,Completed,2.0,False,11.0,October,False,False
ORD776364,2025-03-25,Footwear,2335,Kochi,Tier2,WH_Bangalore,COD,2025-03-27,2025-03-31,Delivered,True,2025-04-09,Size/Fit Issue,2025-04-09,Completed,0.0,False,6.0,March,False,False
ORD646428,2025-02-03,Bottoms,2749,Bangalore,Metro,WH_Bangalore,Prepaid,2025-02-05,2025-02-11,Delivered,True,2025-02-16,Size/Fit Issue,2025-03-11,Pending,23.0,True,8.0,February,True,False
ORD678719,2024-11-12,Bottoms,2545,Nagpur,Tier2,WH_Kolkata,COD,2024-11-13,2024-11-22,Delivered,True,2024-12-03,Quality/Damage,2024-12-05,Completed,2.0,False,10.0,November,False,False
ORD315780,2024-12-13,Bottoms,1055,Visakhapatnam,Tier2,WH_Hyderabad,Prepaid,2024-12-14,2024-12-22,Delivered,True,2024-12-28,Quality/Damage,2025-01-09,Completed,12.0,True,9.0,December,False,False
ORD718836,2024-10-24,Tops,773,Kochi,Tier2,WH_Bangalore,Prepaid,2024-10-25,2024-10-29,Delivered,True,2024-11-10,Wrong Product Shipped,2024-11-11,Completed,1.0,False,5.0,October,False,False
ORD827117,2025-03-17,Tops,1635,Delhi,Metro,WH_Delhi,Prepaid,2025-03-19,2025-03-23,Delivered,True,2025-03-31,Wrong Product Shipped,2025-04-11,Completed,11.0,True,6.0,March,True,False
ORD529008,2025-03-27,Bottoms,2501,Bhubaneswar,Tier3,WH_Kolkata,Prepaid,2025-03-29,2025-04-08,Delivered,True,2025-04-21,Wrong Product Shipped,2025-04-22,Completed,1.0,False,12.0,March,False,False
ORD484682,2025-02-18,Tops,584,Kolkata,Metro,WH_Kolkata,Prepaid,2025-02-21,2025-02-27,Delivered,True,2025-03-13,Changed Mind,2025-03-25,Completed,12.0,True,9.0,February,True,False
ORD223088,2024-12-02,Bottoms,2235,Delhi,Metro,WH_Delhi,COD,2024-12-05,2024-12-12,Delivered,True,2024-12-16,Quality/Damage,2024-12-21,Completed,5.0,False,10.0,December,True,False
ORD944565,2024-10-18,Bottoms,2235,Hyderabad,Metro,WH_Hyderabad,COD,2024-10-20,2024-10-24,Delivered,True,2024-11-05,Size/Fit Issue,2024-11-07,Completed,2.0,False,6.0,October,True,False
ORD898462,2025-03-25,Dresses,3003,Indore,Tier2,WH_Delhi,Prepaid,2025-03-28,2025-04-06,Delivered,True,2025-04-14,Size/Fit Issue,2025-05-02,Pending,18.0,True,12.0,March,False,False
ORD100708,2025-01-20,Bottoms,1339,Delhi,Metro,WH_Delhi,Prepaid,2025-01-21,2025-01-26,Delivered,True,2025-02-01,Quality/Damage,2025-02-08,Completed,7.0,False,6.0,January,True,False
ORD600905,2024-10-21,Tops,1283,Delhi,Metro,WH_Delhi,COD,2024-10-24,2024-10-27,Delivered,True,2024-11-11,Size/Fit Issue,2024-11-12,Completed,1.0,False,6.0,October,True,False
ORD246622,2024-12-05,Bottoms,1144,Bangalore,Metro,WH_Bangalore,COD,2024-12-08,2024-12-15,Delivered,True,2024-12-27,Size/Fit Issue,2025-01-21,Pending,25.0,True,10.0,December,True,False
ORD988217,2025-03-20,Dresses,1840,Bangalore,Metro,WH_Bangalore,Prepaid,2025-03-23,2025-03-29,Delivered,True,2025-03-30,Wrong Product Shipped,2025-03-30,Completed,0.0,False,9.0,March,True,False
ORD932336,2024-12-03,Dresses,2579,Chennai,Metro,WH_Bangalore,COD,2024-12-04,2024-12-11,Delivered,True,2024-12-26,Quality/Damage,2025-01-02,Completed,7.0,False,8.0,December,True,False
ORD478638,2024-12-23,Bottoms,2383,Rajkot,Tier3,WH_Hyderabad,COD,2024-12-25,2025-01-05,Delivered,True,2025-01-13,Changed Mind,2025-01-15,Completed,2.0,False,13.0,December,False,False
ORD517307,2025-02-09,Footwear,3273,Nagpur,Tier2,WH_Hyderabad,Prepaid,2025-02-11,2025-02-18,Delivered,True,2025-02-27,Quality/Damage,2025-03-01,Completed,2.0,False,9.0,February,False,False
ORD509711,2025-03-02,Dresses,3660,Pune,Metro,WH_Mumbai,Prepaid,2025-03-04,2025-03-08,Delivered,True,2025-03-10,Size/Fit Issue,2025-03-13,Completed,3.0,False,6.0,March,True,False
ORD221620,2025-01-27,Bottoms,1024,Coimbatore,Tier2,WH_Bangalore,COD,2025-01-30,2025-02-08,Delivered,True,2025-02-09,Wrong Product Shipped,2025-02-10,Completed,1.0,False,12.0,January,False,False
ORD835575,2024-10-05,Tops,1515,Lucknow,Tier2,WH_Bangalore,Prepaid,2024-10-08,2024-10-17,Delivered,True,2024-10-23,Color Mismatch,2024-10-28,Completed,5.0,False,12.0,October,False,False
ORD910143,2024-11-22,Bottoms,1803,Kochi,Tier2,WH_Delhi,Prepaid,2024-11-23,2024-11-27,Delivered,True,2024-12-03,Wrong Product Shipped,2024-12-13,Completed,10.0,True,5.0,November,False,False
ORD827146,2024-10-05,Dresses,1004,Bangalore,Metro,WH_Bangalore,COD,2024-10-08,2024-10-11,Delivered,True,2024-10-15,Changed Mind,2024-10-17,Completed,2.0,False,6.0,October,True,False
ORD162804,2024-11-08,Dresses,2145,Kochi,Tier2,WH_Mumbai,Prepaid,2024-11-09,2024-11-17,Delivered,True,2024-12-02,Size/Fit Issue,2024-12-06,Completed,4.0,False,9.0,November,False,False
