order_id,order_date,category,order_value,city,city_tier,warehouse,payment_method,dispatch_date,delivery_date,delivery_status,is_returned,return_initiated_date,return_reason,refund_completed_date,refund_status,refund_delay_days,sla_breach,total_delivery_days,order_month,is_metro,supply_chain_failure
ORD645175,2025-02-17,Bottoms,1606,Mysore,Tier3,WH_Bangalore,COD,2025-02-19,2025-03-02,Delivered,False,,,,,,,13.0,February,False,False
ORD753425,2024-12-22,Footwear,1209,Pune,Metro,WH_Bangalore,Prepaid,2024-12-25,2024-12-31,Delivered,False,,,,,,,9.0,December,True,False
ORD831076,2024-12-17,Bottoms,1320,Hyderabad,Metro,WH_Hyderabad,COD,2024-12-19,2024-12-25,Delivered,False,,,,,,,8.0,December,True,False
ORD282480,2025-03-09,Tops,1115,Hyderabad,Metro,WH_Hyderabad,COD,2025-03-12,2025-03-17,Delivered,True,2025-03-24,Size/Fit Issue,2025-03-25,Completed,1.0,False,8.0,March,True,False
ORD736130,2025-03-19,Accessories,1251,Raipur,Tier3,WH_Kolkata,Prepaid,2025-03-21,2025-03-31,Delivered,False,,,,,,,12.0,March,False,False
ORD934692,2024-11-15,Tops,672,Mysore,Tier3,WH_Bangalore,Prepaid,2024-11-18,2024-11-28,Delivered,False,,,,,,,13.0,November,False,False
ORD958179,2024-12-02,Accessories,934,Mysore,Tier3,WH_Delhi,COD,2024-12-03,2024-12-09,Delivered,False,,,,,,,7.0,December,False,False
ORD598216,2025-03-08,Tops,648,Kolkata,Metro,WH_Kolkata,COD,2025-03-10,2025-03-17,Delivered,True,2025-03-29,Size/Fit Issue,2025-03-31,Completed,2.0,False,9.0,March,True,False
ORD519066,2024-12-04,Dresses,3686,Lucknow,Tier2,WH_Mumbai,Prepaid,2024-12-05,2024-12-10,Delivered,True,2024-12-22,Wrong Product Shipped,2024-12-27,Completed,5.0,False,6.0,December,False,False
ORD152657,2025-02-22,Footwear,1196,Lucknow,Tier2,WH_Kolkata,COD,2025-02-23,2025-03-04,Delivered,False,,,,,,,10.0,February,False,False
ORD686075,2025-03-04,Bottoms,2611,Bangalore,Metro,WH_Bangalore,COD,2025-03-07,2025-03-13,Delivered,False,,,,,,,9.0,March,True,False
ORD674485,2025-01-25,Footwear,2643,Rajkot,Tier3,WH_Kolkata,COD,2025-01-27,2025-02-08,Delivered,False,,,,,,,14.0,January,False,False
ORD903013,2025-02-13,Bottoms,1778,Chennai,Metro,WH_Bangalore,COD,2025-02-15,2025-02-20,Delivered,True,2025-02-26,Wrong Product Shipped,2025-02-26,Completed,0.0,False,7.0,February,True,False
ORD666390,2024-10-23,Footwear,1316,Rajkot,Tier3,WH_Delhi,Prepaid,2024-10-25,2024-11-05,Delivered,True,2024-11-12,Size/Fit Issue,2024-11-17,Completed,5.0,False,13.0,October,False,False
ORD668969,2025-01-30,Bottoms,1054,Chennai,Metro,WH_Bangalore,Prepaid,2025-02-01,2025-02-08,Delivered,False,,,,,,,9.0,January,True,False
ORD120480,2025-02-27,Dresses,2952,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-01,2025-03-07,Delivered,False,,,,,,,8.0,February,True,False
ORD976325,2025-01-18,Footwear,2935,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-01-19,2025-01-24,Delivered,False,,,,,,,6.0,January,True,False
ORD130434,2025-01-10,Bottoms,2455,Nagpur,Tier2,WH_Delhi,Prepaid,2025-01-12,2025-01-20,Delivered,False,,,,,,,10.0,January,False,False
ORD513160,2025-03-03,Dresses,3714,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-04,2025-03-08,Delivered,False,,,,,,,5.0,March,True,False
ORD290556,2024-10-15,Bottoms,2351,Bangalore,Metro,WH_Bangalore,COD,2024-10-16,2024-10-21,Delivered,False,,,,,,,6.0,October,True,False
ORD497542,2024-12-13,Footwear,2425,Guwahati,Tier3,WH_Bangalore,Prepaid,2024-12-14,2024-12-25,Delivered,False,,,,,,,12.0,December,False,False
ORD466960,2024-11-29,Tops,639,Kochi,Tier2,WH_Mumbai,Prepaid,2024-11-30,2024-12-05,Delivered,False,,,,,,,6.0,November,False,False
ORD751517,2024-11-11,Bottoms,1316,Delhi,Metro,WH_Delhi,Prepaid,2024-11-14,2024-11-18,Delivered,False,,,,,,,7.0,November,True,False
ORD368690,2025-01-05,Accessories,533,Lucknow,Tier2,WH_Delhi,COD,2025-01-07,2025-01-11,Delivered,False,,,,,,,6.0,January,False,False
ORD703766,2025-03-25,Bottoms,2423,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-26,2025-03-30,Delivered,True,2025-04-12,Size/Fit Issue,2025-04-14,Completed,2.0,False,5.0,March,True,False
ORD817497,2025-03-05,Footwear,1194,Visakhapatnam,Tier2,WH_Hyderabad,Prepaid,2025-03-06,2025-03-13,Delivered,False,,,,,,,8.0,March,False,False
ORD172306,2025-02-09,Accessories,997,Kochi,Tier2,WH_Mumbai,Prepaid,2025-02-11,2025-02-15,Delivered,False,,,,,,,6.0,February,False,False
ORD479781,2025-03-14,Dresses,2882,Kolkata,Metro,WH_Kolkata,Prepaid,2025-03-16,2025-03-23,Delivered,False,,,,,,,9.0,March,True,False
ORD383201,2025-03-09,Bottoms,2779,Visakhapatnam,Tier2,WH_Kolkata,Prepaid,2025-03-11,2025-03-19,Delivered,True,2025-04-02,Size/Fit Issue,2025-04-08,Completed,6.0,False,10.0,March,False,False
ORD190872,2024-12-13,Tops,998,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-16,2024-12-22,Delivered,False,,,,,,,9.0,December,True,False
ORD618317,2024-12-25,Tops,1497,Delhi,Metro,WH_Delhi,Prepaid,2024-12-27,2025-01-01,Delivered,True,2025-01-11,Wrong Product Shipped,2025-01-19,Completed,8.0,True,7.0,December,True,False
ORD389688,2025-02-22,Tops,1557,Mumbai,Metro,WH_Mumbai,COD,2025-02-23,2025-03-01,Delivered,False,,,,,,,7.0,February,True,False
ORD894993,2024-12-03,Bottoms,2749,Mysore,Tier3,WH_Kolkata,COD,2024-12-05,2024-12-11,Delivered,False,,,,,,,8.0,December,False,False
ORD524045,2025-03-29,Tops,1126,Delhi,Metro,WH_Delhi,COD,2025-03-31,2025-04-07,Delivered,False,,,,,,,9.0,March,True,False
ORD882169,2025-02-20,Tops,1219,Nagpur,Tier2,WH_Kolkata,COD,2025-02-22,2025-02-27,Delivered,True,2025-03-03,Wrong Product Shipped,2025-03-10,Completed,7.0,False,7.0,February,False,False
ORD878967,2025-02-17,Bottoms,1557,Guwahati,Tier3,WH_Delhi,Prepaid,2025-02-18,2025-02-26,Delivered,False,,,,,,,9.0,February,False,False
ORD897135,2025-02-14,Accessories,878,Ranchi,Tier3,WH_Mumbai,Prepaid,2025-02-15,2025-02-23,Delivered,False,,,,,,,9.0,February,False,False
ORD114835,2025-02-16,Tops,1060,Delhi,Metro,WH_Delhi,Prepaid,2025-02-17,2025-02-21,Delivered,False,,,,,,,5.0,February,True,False
ORD889359,2025-02-05,Tops,524,Jaipur,Tier2,WH_Hyderabad,Prepaid,2025-02-07,2025-02-14,Delivered,False,,,,,,,9.0,February,False,False
ORD153872,2024-12-06,Tops,1477,Visakhapatnam,Tier2,WH_Mumbai,Prepaid,2024-12-07,2024-12-11,Delivered,False,,,,,,,5.0,December,False,False
ORD819796,2024-10-16,Footwear,1310,Delhi,Metro,WH_Delhi,Prepaid,2024-10-18,2024-10-22,Delivered,True,2024-11-04,Quality/Damage,2024-11-06,Completed,2.0,False,6.0,October,True,False
ORD725084,2025-03-10,Footwear,2839,Lucknow,Tier2,WH_Kolkata,COD,2025-03-12,2025-03-18,Delivered,False,,,,,,,8.0,March,False,False
ORD549660,2024-12-20,Tops,1770,Hyderabad,Metro,WH_Hyderabad,COD,2024-12-23,2024-12-26,Delivered,False,,,,,,,6.0,December,True,False
ORD317881,2025-03-12,Footwear,1782,Rajkot,Tier3,WH_Mumbai,Prepaid,2025-03-13,2025-03-23,Delivered,True,2025-03-24,Size/Fit Issue,2025-03-27,Completed,3.0,False,11.0,March,False,False
ORD822858,2025-03-04,Footwear,1891,Chennai,Metro,WH_Bangalore,COD,2025-03-05,2025-03-10,Delivered,False,,,,,,,6.0,March,True,False
ORD576086,2024-10-21,Footwear,1655,Pune,Metro,WH_Bangalore,COD,2024-10-24,2024-10-28,Delivered,False,,,,,,,7.0,October,True,False
ORD671015,2024-11-29,Bottoms,1409,Kochi,Tier2,WH_Bangalore,Prepaid,2024-11-30,2024-12-05,Delivered,False,,,,,,,6.0,November,False,False
ORD723948,2025-02-25,Accessories,1198,Bangalore,Metro,WH_Bangalore,Prepaid,2025-02-27,2025-03-05,Delivered,False,,,,,,,8.0,February,True,False
ORD624783,2025-02-18,Accessories,1195,Chennai,Metro,WH_Bangalore,Prepaid,2025-02-21,,Damaged in Transit,False,,,,,,,,February,True,True
ORD553014,2024-12-24,Dresses,2024,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-12-25,2025-01-01,Delivered,True,2025-01-02,Size/Fit Issue,2025-01-12,Completed,10.0,True,8.0,December,True,False
ORD804938,2024-12-10,Dresses,1163,Coimbatore,Tier2,WH_Delhi,Prepaid,2024-12-12,2024-12-19,Delivered,False,,,,,,,9.0,December,False,False
ORD290305,2025-03-01,Accessories,1306,Indore,Tier2,WH_Mumbai,Prepaid,2025-03-03,2025-03-09,Delivered,False,,,,,,,8.0,March,False,False
ORD209680,2024-11-13,Accessories,1142,Raipur,Tier3,WH_Kolkata,COD,2024-11-15,2024-11-24,Delivered,False,,,,,,,11.0,November,False,False
ORD676818,2024-10-12,Tops,679,Indore,Tier2,WH_Bangalore,Prepaid,2024-10-14,2024-10-21,Delivered,False,,,,,,,9.0,October,False,False
ORD964998,2024-10-03,Footwear,2921,Mysore,Tier3,WH_Kolkata,COD,2024-10-05,2024-10-15,Delivered,False,,,,,,,12.0,October,False,False
ORD893188,2025-02-07,Footwear,2509,Mysore,Tier3,WH_Mumbai,COD,2025-02-08,2025-02-15,Delivered,False,,,,,,,8.0,February,False,False
ORD559398,2025-03-30,Bottoms,1296,Chennai,Metro,WH_Bangalore,Prepaid,2025-04-02,2025-04-06,Delivered,False,,,,,,,7.0,March,True,False
ORD425845,2025-02-21,Accessories,1430,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-22,2025-02-25,Delivered,False,,,,,,,4.0,February,True,False
ORD223172,2025-03-17,Tops,814,Visakhapatnam,Tier2,WH_Kolkata,COD,2025-03-20,2025-03-29,Delivered,True,2025-04-12,Changed Mind,2025-04-15,Completed,3.0,False,12.0,March,False,False
ORD595158,2024-12-04,Bottoms,1391,Indore,Tier2,WH_Kolkata,Prepaid,2024-12-05,2024-12-13,Delivered,False,,,,,,,9.0,December,False,False
ORD243139,2024-10-20,Bottoms,2498,Nagpur,Tier2,WH_Bangalore,Prepaid,2024-10-23,2024-10-27,Delivered,True,2024-11-01,Size/Fit Issue,2024-11-05,Completed,4.0,False,7.0,October,False,False
ORD708093,2025-03-20,Tops,803,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-23,2025-03-28,Delivered,False,,,,,,,8.0,March,True,False
ORD669827,2025-01-07,Footwear,2017,Indore,Tier2,WH_Delhi,COD,2025-01-10,2025-01-17,Delivered,True,2025-01-30,Quality/Damage,2025-01-30,Completed,0.0,False,10.0,January,False,False
ORD433632,2025-02-01,Bottoms,2360,Pune,Metro,WH_Kolkata,Prepaid,2025-02-04,2025-02-08,Delivered,False,,,,,,,7.0,February,True,False
ORD138817,2024-11-04,Bottoms,2158,Coimbatore,Tier2,WH_Mumbai,COD,2024-11-06,2024-11-13,Delivered,True,2024-11-16,Wrong Product Shipped,2024-11-20,Completed,4.0,False,9.0,November,False,False
ORD786587,2024-11-11,Tops,1460,Nashik,Tier3,WH_Bangalore,COD,2024-11-13,2024-11-22,Delivered,False,,,,,,,11.0,November,False,False
ORD993140,2024-12-26,Tops,1880,Visakhapatnam,Tier2,WH_Hyderabad,Prepaid,2024-12-28,2025-01-06,Delivered,False,,,,,,,11.0,December,False,False
ORD896290,2025-02-04,Tops,1607,Kolkata,Metro,WH_Kolkata,Prepaid,2025-02-07,2025-02-12,Delivered,False,,,,,,,8.0,February,True,False
ORD883041,2024-10-26,Accessories,500,Indore,Tier2,WH_Mumbai,Prepaid,2024-10-28,2024-11-03,Delivered,False,,,,,,,8.0,October,False,False
ORD148225,2024-12-25,Footwear,928,Guwahati,Tier3,WH_Bangalore,COD,2024-12-27,2025-01-03,Delivered,False,,,,,,,9.0,December,False,False
ORD532067,2025-02-24,Tops,867,Pune,Metro,WH_Delhi,Prepaid,2025-02-25,2025-03-03,Delivered,False,,,,,,,7.0,February,True,False
ORD352528,2025-02-07,Tops,792,Hyderabad,Metro,WH_Hyderabad,COD,2025-02-09,2025-02-15,Delivered,True,2025-02-16,Size/Fit Issue,2025-02-17,Completed,1.0,False,8.0,February,True,False
ORD587853,2024-12-15,Tops,1618,Pune,Metro,WH_Delhi,Prepaid,2024-12-16,2024-12-21,Delivered,False,,,,,,,6.0,December,True,False
ORD413685,2025-03-15,Tops,1912,Chennai,Metro,WH_Bangalore,COD,2025-03-17,2025-03-21,Delivered,False,,,,,,,6.0,March,True,False
ORD994787,2025-02-03,Tops,984,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-06,2025-02-11,Delivered,False,,,,,,,8.0,February,True,False
ORD409571,2024-10-08,Accessories,1109,Kolkata,Metro,WH_Kolkata,Prepaid,2024-10-09,2024-10-12,Delivered,False,,,,,,,4.0,October,True,False
ORD881369,2025-02-07,Accessories,885,Kolkata,Metro,WH_Kolkata,COD,2025-02-10,2025-02-14,Delivered,False,,,,,,,7.0,February,True,False
ORD751051,2024-12-06,Dresses,3951,Pune,Metro,WH_Delhi,Prepaid,2024-12-09,2024-12-12,Delivered,True,2024-12-20,Quality/Damage,2025-01-21,Pending,32.0,True,6.0,December,True,False
ORD482584,2024-11-05,Bottoms,2007,Jaipur,Tier2,WH_Bangalore,Prepaid,2024-11-08,2024-11-13,Delivered,True,2024-11-22,Quality/Damage,2024-11-25,Completed,3.0,False,8.0,November,False,False
ORD483629,2025-02-15,Tops,1057,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-17,2025-02-23,Delivered,False,,,,,,,8.0,February,True,False
ORD409478,2024-12-28,Dresses,1470,Kolkata,Metro,WH_Kolkata,COD,2024-12-29,2025-01-02,Delivered,False,,,,,,,5.0,December,True,False
ORD859396,2025-03-24,Accessories,1440,Indore,Tier2,WH_Bangalore,COD,2025-03-25,2025-03-29,Delivered,False,,,,,,,5.0,March,False,False
ORD229592,2025-01-27,Footwear,3454,Bangalore,Metro,WH_Bangalore,Prepaid,2025-01-30,2025-02-04,Delivered,True,2025-02-08,Size/Fit Issue,2025-02-13,Completed,5.0,False,8.0,January,True,False
ORD749641,2025-02-23,Tops,1748,Bangalore,Metro,WH_Bangalore,COD,2025-02-26,2025-03-04,Delivered,False,,,,,,,9.0,February,True,False
ORD416869,2025-03-18,Footwear,1176,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-19,2025-03-24,Delivered,False,,,,,,,6.0,March,True,False
ORD221761,2024-10-27,Tops,1599,Delhi,Metro,WH_Delhi,Prepaid,2024-10-29,2024-11-05,Delivered,False,,,,,,,9.0,October,True,False
ORD878325,2024-11-11,Footwear,3381,Chennai,Metro,WH_Bangalore,COD,2024-11-13,2024-11-18,Delivered,True,2024-11-24,Color Mismatch,2024-11-25,Completed,1.0,False,7.0,November,True,False
ORD566297,2024-12-02,Footwear,2184,Visakhapatnam,Tier2,WH_Mumbai,COD,2024-12-05,2024-12-14,Delivered,False,,,,,,,12.0,December,False,False
ORD517479,2024-12-12,Accessories,549,Lucknow,Tier2,WH_Kolkata,COD,2024-12-13,2024-12-22,Delivered,False,,,,,,,10.0,December,False,False
ORD122394,2024-10-15,Dresses,2365,Visakhapatnam,Tier2,WH_Delhi,Prepaid,2024-10-16,2024-10-21,Delivered,True,2024-11-03,Size/Fit Issue,2024-11-21,Pending,18.0,True,6.0,October,False,False
ORD714867,2024-11-27,Bottoms,1753,Kolkata,Metro,WH_Kolkata,COD,2024-11-28,2024-12-05,Delivered,True,2024-12-19,Size/Fit Issue,2024-12-27,Completed,8.0,True,8.0,November,True,False
ORD236306,2025-02-18,Bottoms,1513,Nagpur,Tier2,WH_Mumbai,COD,2025-02-21,2025-02-26,Delivered,True,2025-03-11,Size/Fit Issue,2025-03-13,Completed,2.0,False,8.0,February,False,False
ORD717457,2024-12-24,Dresses,1712,Mumbai,Metro,WH_Mumbai,Prepaid,2024-12-25,2024-12-31,Delivered,True,2025-01-12,Wrong Product Shipped,2025-02-09,Pending,28.0,True,7.0,December,True,False
ORD570050,2025-01-03,Bottoms,1245,Coimbatore,Tier2,WH_Kolkata,Prepaid,2025-01-06,2025-01-14,Delivered,True,2025-01-27,Quality/Damage,2025-01-28,Completed,1.0,False,11.0,January,False,False
ORD790909,2025-02-13,Footwear,2575,Bangalore,Metro,WH_Bangalore,COD,2025-02-14,2025-02-20,Delivered,False,,,,,,,7.0,February,True,False
ORD213206,2025-02-05,Dresses,2815,Pune,Metro,WH_Mumbai,COD,2025-02-06,2025-02-10,Delivered,True,2025-02-15,Size/Fit Issue,2025-02-17,Completed,2.0,False,5.0,February,True,False
ORD713799,2025-02-20,Bottoms,2130,Pune,Metro,WH_Kolkata,COD,2025-02-23,2025-03-01,Delivered,False,,,,,,,9.0,February,True,False
ORD551096,2024-10-28,Tops,1936,Kolkata,Metro,WH_Kolkata,Prepaid,2024-10-31,2024-11-07,Delivered,False,,,,,,,10.0,October,True,False
ORD325468,2025-01-21,Tops,966,Chennai,Metro,WH_Bangalore,COD,2025-01-23,2025-01-29,Delivered,False,,,,,,,8.0,January,True,False
ORD199704,2024-12-22,Bottoms,2079,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-24,2024-12-30,Delivered,True,2025-01-13,Size/Fit Issue,2025-01-29,Pending,16.0,True,8.0,December,True,False
ORD552855,2024-10-27,Dresses,2525,Mysore,Tier3,WH_Delhi,Prepaid,2024-10-30,2024-11-09,Delivered,False,,,,,,,13.0,October,False,False
